predicted_energy_original,predicted_energy_improved,true_energy
0.6150598893541992,0.5761647257969557,0.31396973
0.6401454345338755,0.513529519741607,0.47610068
0.7020240987243563,1.0296863092632575,1.2455736
0.7705420630034854,0.8849391143754307,0.3590331
0.5445432741726599,0.4945880901820859,0.14174557
0.43314311462242683,0.7347840538456244,0.6351831
0.5919883361869238,0.6092735119082034,0.24986191
0.5931133757900724,0.5656065443085467,0.24986191
0.7205938165339861,0.621736131561333,0.78708506
0.6582540378862954,0.606802725923905,0.78708506
0.7129329922719382,0.5902671716918667,0.53406733
0.653305872015693,0.7653391130852782,-0.5809012
0.7592035900840515,0.7268560118739715,0.8455006
0.5778426751510579,0.6612031246453376,0.8455006
0.700878831673212,0.603212243833399,0.8455006
0.6614386470540091,0.5919542372730453,1.2037706
0.8051050404968768,0.8390656177585224,1.114993
0.7676263094209458,0.7205377012763037,1.114993
0.5910530767038547,0.8742491985713076,0.42234996
0.8671212585112216,0.8717360781411695,0.42234996
0.8801850281945897,0.9081022472296493,-0.16413389
0.48445814611986926,0.5494147315083887,0.15273122
0.6115550963963546,0.6726245537332695,0.9050849
0.646749047094238,0.7818292334765965,0.9050849
0.8017145355709654,0.603080645340646,0.9050849
0.8792931555921973,0.974569440571427,1.8617817
1.0427997769576158,0.9220117293701829,1.8617817
1.0953943486942945,0.9607100987007781,1.8617817
1.057012447602567,1.0468087258228729,1.8617817
0.9974979389391114,0.8348943926122427,1.8617817
1.0043139131167906,1.0794072676706634,1.8617817
0.9538902545305151,1.099199893316431,1.8617817
0.9289769111130111,0.856409089896419,1.8617817
0.8993609553109656,0.9479773828848169,1.8617817
1.02658417146384,1.0592634616820342,1.8617817
0.5983571018247044,0.4851711067866471,0.33477795
0.43880153079296247,0.6470904421669307,0.77511406
0.5215067686460235,0.6269559286205071,0.33477795
0.4258076660411586,0.5087004534257193,0.055209965
0.49047300805939,0.4930180418935035,0.017612882
0.5063901152914255,0.6042273157683293,0.17795303
